MI_dir_L0.1_weight,MI_dir_L0.1_mean,MI_dir_L0.1_variance,H_L0.1_weight,H_L0.1_mean,Attack
896.381877059468,76.2661741299811,945.451077150793,896.381877059468,76.2661741299811,1
7128.25726639977,74.0815979568847,15.0143354546663,7128.25726639977,74.0815979568847,1
7148.63839548853,74.7571900248649,527.334045247284,7148.63839548853,74.7571900248649,1
1838.95993431471,74.0614831439354,1.58015209137375,1838.95993431471,74.0614831439354,1
7543.46698798113,74.4706261001401,335.991830274295,7543.46698798113,74.4706261001401,1
5.289807831,71.27181684,46.22526703,5.289807831,71.27181684,0
3261.16608218901,298.154673879626,60901.8501460966,3261.16608218901,298.154673879626,2
951.318813446121,77.038747897151,1794.97689487069,951.318813446121,77.038747897151,1
63.26000988,181.919066,57477.62314,63.26000988,181.919066,0
4.128427014,355.0100651,19987.68922,4.128427014,355.0100651,0
7.843915594,68.80933132,200.252276,7.843915594,68.80933132,0
6388.94869038034,384.149238878451,55054.0631993081,6388.94869038034,384.149238878451,2
3.534898094,65.8988088,140.0121016,3.534898094,65.8988088,0
2.736704901,299.7577594,7238.124123,2.736704901,299.7577594,0
3089.8298433684,309.275462439973,60976.1369326744,3089.8298433684,309.275462439973,2
4.948784533,93.58605426,262.2491279,4.948784533,93.58605426,0
3.242075647,81.51641486,153.3308746,3.242075647,81.51641486,0
5435.91997212303,400.602809240847,52245.0880482171,5435.91997212303,400.602809240847,2
7508.84505171301,74.4116822403081,289.767269523018,7508.84505171301,74.4116822403081,1
4609.69879124477,70.6186953029222,36.1077344694395,4609.69879124477,70.6186953029222,2
5.360982626,91.04959563,332.5195993,5.360982626,91.04959563,0
10.54767742,71.13835138,412.2607572,10.54767742,71.13835138,0
1982.03796222664,60.120442039916,1.93908010295354,1982.03796222664,60.120442039916,2
7889.57517806445,74.2102711728442,111.831502255688,7889.57517806445,74.2102711728442,1
2033.6579216089,60.0774296542193,1.25635483095721,2033.6579216089,60.0774296542193,2
6639.14742505819,74.620559873168,473.914449397947,6639.14742505819,74.620559873168,1
6569.58993205587,70.6753625955303,35.7822042525076,6569.58993205587,70.6753625955303,2
3290.93045498569,297.590401502861,60898.5467908927,3290.93045498569,297.590401502861,2
7640.92865993304,74.1722069644916,76.7106985844766,7640.92865993304,74.1722069644916,1
5996.95583184881,438.2414704033,48311.2515113686,5996.95583184881,438.2414704033,2
10.18417214,78.4148821,865.80959,10.18417214,78.4148821,0
59.73858605,152.6925926,43251.44458,59.73858605,152.6925926,0
7549.03484739313,74.0678854567563,11.0087789408681,7549.03484739313,74.0678854567563,1
1.591410733,82.84749355,144.2639625,1.591410733,82.84749355,0
4867.06888431942,74.106867493198,18.4895550079382,4867.06888431942,74.106867493198,1
989.398950419325,75.0651176181827,287.225553034309,989.398950419325,75.0651176181827,1
7865.01965010399,74.2061179034245,108.096357776511,7865.01965010399,74.2061179034245,1
1893.37552780644,60.0799385120748,1.60498241187997,1893.37552780644,60.0799385120748,2
4.012798588,97.75753952,150.024672,4.012798588,97.75753952,0
2.763661945,411.3176423,11944.70972,2.763661945,411.3176423,0
3.232171308,227.8899024,25014.00519,3.232171308,227.8899024,0
7515.01368695586,74.2055640753955,96.1006738732894,7515.01368695586,74.2055640753955,1
703.097740450479,74.9331010821664,286.658541112492,703.097740450479,74.9331010821664,1
3463.81928824967,341.826561758384,59778.6402209279,3463.81928824967,341.826561758384,2
57.57442447,166.4642234,49850.4726,57.57442447,166.4642234,0
6.988001267,94.8916181,229.655722,6.988001267,94.8916181,0
3.389075022,349.4437438,36344.25247,3.389075022,349.4437438,0
7.331306006,117.4159412,9851.273447,7.331306006,117.4159412,0
3970.39003614937,68.3960434314901,47.2393976928661,3970.39003614937,68.3960434314901,2
7676.33281024236,74.1861491236489,94.6967523011672,7676.33281024236,74.1861491236489,1
4.26508698,109.0130315,1449.097563,4.26508698,109.0130315,0
3907.6049092373,68.2260459739467,47.7192325432507,3907.6049092373,68.2260459739467,2
10.15851368,82.04460867,1239.954483,10.15851368,82.04460867,0
5923.58510565852,74.6302911234065,460.552104611319,5923.58510565852,74.6302911234065,1
2737.94584659716,66.8681636550371,49.0372281138862,2737.94584659716,66.8681636550371,2
4945.52017396472,338.340253105752,60022.6839926125,4945.52017396472,338.340253105752,2
3.677619482,80.00631907,141.591338,3.677619482,80.00631907,0
6325.98664819209,75.2637340338485,993.493105500643,6325.98664819209,75.2637340338485,1
900.901418277846,77.2391167492391,2174.30454156996,900.901418277846,77.2391167492391,1
3.42957996,93.13265851,222.9930121,3.42957996,93.13265851,0
10.72194534,71.62106749,347.108488,10.72194534,71.62106749,0
5712.07004027228,74.0804880190179,11.784259777919,5712.07004027228,74.0804880190179,1
6422.31464530645,378.362194696002,55913.6990772331,6422.31464530645,378.362194696002,2
6173.08079284375,428.104107619413,50707.6453925425,6173.08079284375,428.104107619413,2
6814.08100537711,74.9591788852036,718.86848757183,6814.08100537711,74.9591788852036,1
10.51024719,74.02773315,610.2107996,10.51024719,74.02773315,0
7640.25402052411,74.3420948323432,236.939569391876,7640.25402052411,74.3420948323432,1
7836.56797299485,74.2425353365951,161.768398476601,7836.56797299485,74.2425353365951,1
6374.92362665134,429.051726230703,46096.9022153057,6374.92362665134,429.051726230703,2
4.134534718,73.12159243,1328.995859,4.134534718,73.12159243,0
7839.25747054009,74.9108922881708,700.12102024795,7839.25747054009,74.9108922881708,1
2.753293051,298.2203109,7570.56742,2.753293051,298.2203109,0
6413.94690797568,381.5904855202,55442.1190084373,6413.94690797568,381.5904855202,2
7672.00455478814,74.1684525440181,75.0389003079817,7672.00455478814,74.1684525440181,1
7915.33719867369,74.1895859943632,97.9656554031008,7915.33719867369,74.1895859943632,1
12.21217302,72.24823181,459.8874505,12.21217302,72.24823181,0
4985.27045315595,336.980822328034,60103.3690436183,4985.27045315595,336.980822328034,2
2.395345462,93.21878909,219.2714,2.395345462,93.21878909,0
6328.89214687608,394.11384789449,57427.0414459572,6328.89214687608,394.11384789449,2
11.69463743,75.75687797,709.6196728,11.69463743,75.75687797,0
3.889555191,86.29322611,89.44035892,3.889555191,86.29322611,0
8.915010169,71.90162738,492.4978709,8.915010169,71.90162738,0
4999.48319942594,334.930198662056,60225.4302678322,4999.48319942594,334.930198662056,2
6.277953569,90.57061358,1734.530739,6.277953569,90.57061358,0
6291.20934505694,388.187488175649,58353.5508975583,6291.20934505694,388.187488175649,2
7139.75530585039,74.7394766687821,545.615531447473,7139.75530585039,74.7394766687821,1
6408.56104341804,383.287601109478,55186.774910697,6408.56104341804,383.287601109478,2
833.086691606039,78.1177750319814,2976.15143947356,833.086691606039,78.1177750319814,1
6213.95445067489,437.92362223092,48394.4497545195,6213.95445067489,437.92362223092,2
5599.70483932554,74.750415349866,551.452743642317,5599.70483932554,74.750415349866,1
8001.7388740938,70.9468261270523,34.0186996891207,8001.7388740938,70.9468261270523,2
11.24260888,67.87090327,133.872132,11.24260888,67.87090327,0
2.90244609,99.12348826,92.23558128,2.90244609,99.12348826,0
6371.93641204606,385.131196873186,54898.9884533433,6371.93641204606,385.131196873186,2
6551.99963612322,417.157594178413,48873.9661312019,6551.99963612322,417.157594178413,2
38.38366652,138.2793018,41521.2983,38.38366652,138.2793018,0
4016.9346964047,341.676086048778,59784.1768139272,4016.9346964047,341.676086048778,2
7843.05051033914,74.0581248057566,8.24655714127766,7843.05051033914,74.0581248057566,1
2.887158843,216.817926,17744.6959,2.887158843,216.817926,0
7079.19027072184,74.7807857411876,578.59577732009,7079.19027072184,74.7807857411876,1
6318.28802500468,74.7593678438667,574.882873572975,6318.28802500468,74.7593678438667,1
12.02084497,70.50286451,351.2840953,12.02084497,70.50286451,0
7764.50958420566,74.2911049542877,197.118826396933,7764.50958420566,74.2911049542877,1
6470.21944191112,418.297506794336,48532.6527728985,6470.21944191112,418.297506794336,2
1.486487012,83.96340834,129.6975239,1.486487012,83.96340834,0
6718.71028955363,74.6464391540089,474.259978133889,6718.71028955363,74.6464391540089,1
8.190834935,70.41771974,201.1863955,8.190834935,70.41771974,0
2.247082496,70.15089805,161.2739035,2.247082496,70.15089805,0
3.530267095,83.8662587,81.87545425,3.530267095,83.8662587,0
997.473421115883,77.5197976919405,2390.34216923496,997.473421115883,77.5197976919405,1
1.285741209,87.86304911,59.5419677,1.285741209,87.86304911,0
5.077861328,351.3451451,24703.5929,5.077861328,351.3451451,0
4529.74631059575,350.557310484428,59090.9632441597,4529.74631059575,350.557310484428,2
