MI_dir_L0.1_weight,MI_dir_L0.1_mean,MI_dir_L0.1_variance,H_L0.1_weight,H_L0.1_mean,Attack
7446.88528786447,74.0791637786542,16.5322940473434,7446.88528786447,74.0791637786542,1
5998.33989869817,74.610868406358,443.596370778708,5998.33989869817,74.610868406358,1
5510.19102749758,391.773818574315,57801.3639794503,5510.19102749758,391.773818574315,2
6420.46294736185,379.842037067271,55700.1525013978,6420.46294736185,379.842037067271,2
103.8645363,163.8000527,49095.21777,103.8645363,163.8000527,0
5188.80455455012,401.953458191873,51980.300168308,5188.80455455012,401.953458191873,2
49.67133957,307.6245701,2145.043184,49.67133957,307.6245701,0
2356.74424599452,60.016152370396,0.411178743741402,2356.74424599452,60.016152370396,2
6.2847161,78.57101351,89.46288876,6.2847161,78.57101351,0
2.965313691,216.2826792,17772.04757,2.965313691,216.2826792,0
5.888312421,89.99329082,347.1776967,5.888312421,89.99329082,0
6.406778675,93.48737323,265.9100013,6.406778675,93.48737323,0
10.18358173,74.92164223,721.4688488,10.18358173,74.92164223,0
7.155831911,79.22061961,425.3728489,7.155831911,79.22061961,0
5883.2043685389,74.0563396306883,12.9554090238798,5883.2043685389,74.0563396306883,1
3.526512937,79.09431493,200.9777408,3.526512937,79.09431493,0
6274.07532530819,435.764402730728,48921.0902453446,6274.07532530819,435.764402730728,2
4973.56104303869,338.205461911016,60031.424267279,4973.56104303869,338.205461911016,2
6527.48754767653,381.862147696326,55401.2517503966,6527.48754767653,381.862147696326,2
6451.11397820408,70.7835611344407,34.7399983910527,6451.11397820408,70.7835611344407,2
7478.32723462183,74.8768839406379,650.656113002251,7478.32723462183,74.8768839406379,1
2.285219192,88.79923568,34.5810947,2.285219192,88.79923568,0
7827.05266903532,74.2634028044719,176.467631798877,7827.05266903532,74.2634028044719,1
7.996226781,290.3613807,26827.5542,7.996226781,290.3613807,0
3.622926274,187.5520683,26028.24259,3.622926274,187.5520683,0
7860.80617202456,74.7926575032748,607.544418102372,7860.80617202456,74.7926575032748,1
2061.76049200564,74.0543682124696,1.39406763808256,2061.76049200564,74.0543682124696,1
7888.76341005735,74.2364829048303,129.051985962734,7888.76341005735,74.2364829048303,1
12.88605672,70.48197555,1297.141421,12.88605672,70.48197555,0
1198.76524408476,80.6343883239786,5006.53783329095,1198.76524408476,80.6343883239786,1
674.357019707086,75.4722630466864,505.779114159554,674.357019707086,75.4722630466864,1
1.000175341,90.0,9.09e-13,1.000175341,90.0,0
2833.56249688077,238.907619998876,58488.9560761058,2833.56249688077,238.907619998876,2
3.312856139,89.06338096,27.22131593,3.312856139,89.06338096,0
3.949812161,97.63057976,156.5214445,3.949812161,97.63057976,0
6057.9632092777,436.965548123823,48631.3965424762,6057.9632092777,436.965548123823,2
7154.15680451044,75.0903583508236,806.907217658159,7154.15680451044,75.0903583508236,1
10.41435892,71.71238181,464.6577123,10.41435892,71.71238181,0
6884.34897176682,74.1193669429772,33.9898353241724,6884.34897176682,74.1193669429772,1
7895.33332358702,74.2229464863641,120.15343424831,7895.33332358702,74.2229464863641,1
7.775442459,70.13008567,265.2377353,7.775442459,70.13008567,0
