H_L0.1_weight,HH_L0.1_mean,HH_L0.1_magnitude,HpHp_L0.1_mean,HpHp_L0.1_magnitude,label
3898.04375355006,60.0,60.0,60.0,60.0,0
6290.69721102085,553.979433686584,553.979433686584,554.0,554.0,0
6.564316485,75.61676989,98.7694344,75.00139784,75.00139784,1
4678.36068135001,553.93722805521,553.93722805521,554.000000000001,554.000000000001,0
7724.51573171936,73.9993729458949,95.2675558434541,74.0,74.0,0
3.677772488,60.0,60.0,60.0,60.0,1
9.757310458,69.52851362,102.6316347,69.52851362,102.6316347,1
10.82040176,70.42280741,115.4735408,66.0,115.9331074,1
6398.75735352514,553.918145776641,553.918145776641,554.0,554.0,0
7826.00520101367,73.997708897125,95.2662632941152,74.0,95.2680429105164,0
9.041470591,81.27864758,101.5727192,81.27864758,101.5727192,1
2317.53771415543,60.0,60.0,60.0,60.0,0
6675.37251746964,73.9963913358054,73.9963913358054,74.0,74.0,0
4599.23774543039,553.896797290346,553.896797290346,554.000000000001,554.000000000001,0
28.89301324,132.8113908,465.3955958,98.99873965,684.0914136,1
6248.26235887534,565.875113232966,565.875113232966,566.0,566.0,0
12.63286478,75.98815575,118.2201535,107.5899658,129.3038742,1
3364.15901654644,553.539106444984,553.539106444984,553.999999999999,553.999999999999,0
3.735514875,83.50579473,106.6797778,98.0,138.5929291,1
62.25391676,174.7774924,313.8738235,231.5652752,363.8262165,1
2.931457545,60.0,84.85281374,60.0,84.85281374,1
6403.24216500869,60.0,60.0,60.0,60.0,0
3819.24210351637,553.942112216668,553.942112216668,554.0,554.0,0
5.815888031,60.0,60.0,60.0,60.0,1
1.862091714,88.80155651,107.4976114,88.80155651,107.4976114,1
2012.24030451392,60.0,60.0,60.0,60.0,0
13.7849127,71.87750523,104.1106984,71.87750523,104.1106984,1
4560.08893082611,73.9958054669436,95.2647848194796,74.0,74.0,0
3954.28806718466,73.9938344606519,73.9938344606519,74.0,74.0,0
2293.51682736179,60.0,60.0,60.0,60.0,0
5685.34525361219,565.984070427006,565.984070427006,566.0,566.0,0
6574.23682102301,60.0,60.0,60.0,60.0,0
6467.80182078738,565.903331697406,565.903331697406,566.0,566.0,0
6680.01983264438,73.9961383064892,73.9961383064892,74.0,74.0,0
9.906240232,60.0,84.85281374,60.0,84.85281374,1
3718.72006340548,60.0,60.0,60.0,60.0,0
6327.05910422242,565.873213152842,565.873213152842,566.0,566.0,0
109.1369784,83.6327931,118.0631059,83.42185994,117.9137804,1
3147.83186351119,60.0,60.0,60.0,60.0,0
71.85464032,173.1540699,318.0253528,231.4870954,363.7194875,1
5.902164889,102.0,144.2497834,102.0,144.2497834,1
5.542181361,69.84135659,101.4174813,73.0,73.0,1
6483.82282725744,553.967887276144,553.967887276144,554.0,554.0,0
2.932054025,65.23065946,88.62865752,60.0,60.0,1
6.729855437,330.0,431.4904402,330.0,431.4904402,1
3.285247619,89.99999991,108.1665382,89.99999991,108.1665382,1
5.698767954,90.69346647,126.7830779,98.0,138.5929291,1
10.12991725,74.06187347,120.598326,66.00062253,115.4929744,1
6377.1716658678,553.93010430045,553.93010430045,554.0,554.0,0
1.729819363,330.0,431.4904402,330.0,431.4904402,1
3380.18491995434,60.0,60.0,60.0,60.0,0
3724.4678824918,60.0,60.0,60.0,60.0,0
8.064718766,133.2379421,250.6769545,60.0,84.85281374,1
8.367203058,68.56882538,114.1769235,75.0708289,109.6617176,1
3219.56584877036,60.0,60.0,60.0,60.0,0
1.000179284,90.0,90.0,90.0,90.0,1
8.481513365,69.47306053,115.8177934,66.0,115.443251,1
2.451254545,73.0,137.0583817,73.0,73.0,1
3.314506262,437.2069481,437.2069481,437.2069481,437.2069481,1
1944.24901240322,60.0,60.0,60.0,60.0,0
2.894474996,133.9033149,226.7577953,133.9033149,226.7577953,1
10.86504469,76.60736447,125.2502517,66.0,121.3031465,1
3167.08193886222,553.868178835076,553.868178835076,553.999999999999,553.999999999999,0
6355.58032864438,60.0,60.0,60.0,60.0,0
2088.69267805268,60.0,60.0,60.0,60.0,0
7245.75709001552,73.9985041967054,95.2668810413663,74.0,74.0,0
9.815548114,68.34683815,115.2185248,66.00003889,114.8754715,1
6681.88812991564,60.0,60.0,60.0,60.0,0
13.47774644,81.28125721,101.0279307,81.28125721,101.0279307,1
4971.45539286027,60.0,60.0,60.0,60.0,0
6698.82666370021,60.0,60.0,60.0,60.0,0
9.737945333,60.0,84.85281374,60.0,84.85281374,1
2032.89116653828,60.0,60.0,60.0,60.0,0
6380.15137350071,553.991004547466,553.991004547466,554.0,554.0,0
5.902103419,74.0,126.1148107,74.0,74.0,1
6680.64932198355,73.9958331953651,73.9958331953651,74.0,74.0,0
6107.13500764881,60.0,60.0,60.0,60.0,0
6419.01174203502,553.916434966668,553.916434966668,554.0,554.0,0
